ticker,company,industry,source_sector,source_industry,classification_source,source_url
NVRI,Enviri Corporation Common Stock,Commercial Services,Miscellaneous,Diversified Commercial Services,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
FXNC,First National Corporation Common Stock,Commercial Banks,Finance,Major Banks,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
VSTS,Vestis Corporation,Commercial Services,Industrials,Rental & Leasing Services,Current StockAnalysis company profile (2026),https://stockanalysis.com/stocks/vsts/
XTNT,Xtant Medical Holdings Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
STIM,Neuronetics Inc. Common Stock,Healthcare Devices and Supplies,Health Care,Medical/Dental Instruments,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
BCAX,Bicara Therapeutics Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
OPY,Oppenheimer Holdings Inc. Class A Common Stock (DE),Capital Markets/Institutions,Finance,Investment Bankers/Brokers/Service,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
TONX,TON Strategy Company,Capital Markets/Institutions,Financials,Digital asset treasury / software legacy,Current StockAnalysis company profile (2026),https://stockanalysis.com/stocks/tonx/
GHC,Graham Holdings Company Common Stock,Other Business Products and Services,Diversified,Diversified education/media/industrial holdings,Current business fit override,https://stockanalysis.com/stocks/ghc/
PFIS,Peoples Financial Services Corp. Common Stock,Commercial Banks,Finance,Major Banks,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
SLSN,"Solesence, Inc.",Consumer Non-Durables,Consumer Staples,Household & Personal Products,Current StockAnalysis company profile (2026),https://stockanalysis.com/stocks/slsn/
INTS,Intensity Therapeutics Inc. Common stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
IMNN,Imunon Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
OPXS,Optex Systems Holdings Inc. Common Stock,Other Information Technology,Technology,Electronic Components,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
NVNO,enVVeno Medical Corporation Common Stock,Healthcare Devices and Supplies,Health Care,Medical/Dental Instruments,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
RXT,Rackspace Technology Inc. Common Stock,IT Services,Technology,Computer Software: Programming Data Processing,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
LWLG,Lightwave Logic Inc. Common Stock,Containers and Packaging,Industrials,Containers/Packaging,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
RRBI,Red River Bancshares Inc. Common Stock,"Restaurants, Hotels and Leisure",Consumer Discretionary,Hotels/Resorts,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
ACCS,ACCESS Newswire Inc. Common Stock,Media,Consumer Discretionary,Publishing,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
GLBZ,Glen Burnie Bancorp Common Stock,Commercial Banks,Finance,Major Banks,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
HTLD,Heartland Express Inc. Common Stock,Commercial Transportation,Industrials,Trucking Freight/Courier Services,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
BOTJ,Bank of the James Financial Group Inc. Common Stock,Commercial Banks,Finance,Major Banks,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
VALU,Value Line Inc. Common Stock,Capital Markets/Institutions,Finance,Investment Managers,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
HWBK,Hawthorn Bancshares Inc. Common Stock,Commercial Banks,Finance,Major Banks,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
ALZN,Alzamend Neuro Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
HFBL,Home Federal Bancorp Inc. of Louisiana Common Stock,Commercial Banks,Finance,Savings Institutions,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
